"X--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]","Y--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]",,"X--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]","Y--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]",,"X--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]","Y--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]",,"X--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]","Y--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]",,"X--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]"
0.0046845,0.777764,,0.0046845,0.938804,,0.0046845,0.716854,,0.0046845,0.827064,,0.0046845,0.822083
0.004685,0.777796,,0.004685,0.938802,,0.004685,0.716908,,0.004685,0.827039,,0.004685,0.822162
0.0046851,0.777802,,0.0046851,0.938802,,0.0046851,0.716919,,0.0046851,0.827034,,0.0046851,0.822178
0.0046853,0.777815,,0.0046853,0.938801,,0.0046853,0.71694,,0.0046853,0.827025,,0.0046853,0.822209
0.0046857,0.777839,,0.0046857,0.938799,,0.0046857,0.716983,,0.0046857,0.827005,,0.0046857,0.822272
0.0046865,0.777882,,0.0046865,0.938793,,0.0046865,0.71707,,0.0046865,0.826965,,0.0046865,0.822398
0.0046875,0.77793,,0.0046875,0.938783,,0.0046875,0.717178,,0.0046875,0.826915,,0.0046875,0.822555
0.0046885,0.777969,,0.0046885,0.938771,,0.0046885,0.717287,,0.0046885,0.826865,,0.0046885,0.822712
0.0046895,0.778001,,0.0046895,0.938756,,0.0046895,0.717396,,0.0046895,0.826814,,0.0046895,0.822869
0.00469,0.778014,,0.00469,0.938748,,0.00469,0.717451,,0.00469,0.826789,,0.00469,0.822947
0.0046901,0.778017,,0.0046901,0.938746,,0.0046901,0.717462,,0.0046901,0.826784,,0.0046901,0.822963
0.0046903,0.778022,,0.0046903,0.938742,,0.0046903,0.717484,,0.0046903,0.826774,,0.0046903,0.822994
0.0046907,0.778031,,0.0046907,0.938735,,0.0046907,0.717528,,0.0046907,0.826754,,0.0046907,0.823057
0.0046915,0.778047,,0.0046915,0.938718,,0.0046915,0.717616,,0.0046915,0.826713,,0.0046915,0.823182
0.0046925,0.778064,,0.0046925,0.938695,,0.0046925,0.717727,,0.0046925,0.826662,,0.0046925,0.823338
0.0046935,0.778078,,0.0046935,0.93867,,0.0046935,0.717838,,0.0046935,0.82661,,0.0046935,0.823494
0.0046945,0.778088,,0.0046945,0.938641,,0.0046945,0.717949,,0.0046945,0.826559,,0.0046945,0.823649
0.004695,0.778092,,0.004695,0.938626,,0.004695,0.718005,,0.004695,0.826533,,0.004695,0.823727
0.0046951,0.778093,,0.0046951,0.938623,,0.0046951,0.718016,,0.0046951,0.826528,,0.0046951,0.823743
0.0046953,0.778094,,0.0046953,0.938617,,0.0046953,0.718039,,0.0046953,0.826517,,0.0046953,0.823774
0.0046957,0.778096,,0.0046957,0.938604,,0.0046957,0.718084,,0.0046957,0.826497,,0.0046957,0.823836
0.0046965,0.778099,,0.0046965,0.938577,,0.0046965,0.718173,,0.0046965,0.826455,,0.0046965,0.82396
0.0046975,0.778099,,0.0046975,0.938541,,0.0046975,0.718286,,0.0046975,0.826402,,0.0046975,0.824115
0.0046985,0.778096,,0.0046985,0.938502,,0.0046985,0.7184,,0.0046985,0.82635,,0.0046985,0.824269
0.0046995,0.77809,,0.0046995,0.938461,,0.0046995,0.718513,,0.0046995,0.826297,,0.0046995,0.824424
0.0047,0.778085,,0.0047,0.938439,,0.0047,0.71857,,0.0047,0.82627,,0.0047,0.824501
0.0047001,0.778085,,0.0047001,0.938434,,0.0047001,0.718582,,0.0047001,0.826265,,0.0047001,0.824516
0.0047003,0.778083,,0.0047003,0.938425,,0.0047003,0.718605,,0.0047003,0.826255,,0.0047003,0.824547
0.0047007,0.778078,,0.0047007,0.938407,,0.0047007,0.71865,,0.0047007,0.826233,,0.0047007,0.824609
0.0047015,0.778068,,0.0047015,0.93837,,0.0047015,0.718742,,0.0047015,0.826191,,0.0047015,0.824732
0.0047025,0.778053,,0.0047025,0.93832,,0.0047025,0.718857,,0.0047025,0.826137,,0.0047025,0.824885
0.0047035,0.778034,,0.0047035,0.938268,,0.0047035,0.718972,,0.0047035,0.826083,,0.0047035,0.825039
0.0047045,0.778013,,0.0047045,0.938213,,0.0047045,0.719088,,0.0047045,0.826029,,0.0047045,0.825192
0.004705,0.778002,,0.004705,0.938185,,0.004705,0.719146,,0.004705,0.826002,,0.004705,0.825268
0.0047051,0.777999,,0.0047051,0.938179,,0.0047051,0.719158,,0.0047051,0.825996,,0.0047051,0.825283
0.0047053,0.777994,,0.0047053,0.938168,,0.0047053,0.719181,,0.0047053,0.825985,,0.0047053,0.825314
0.0047057,0.777984,,0.0047057,0.938144,,0.0047057,0.719228,,0.0047057,0.825964,,0.0047057,0.825375
0.0047065,0.777962,,0.0047065,0.938096,,0.0047065,0.719321,,0.0047065,0.82592,,0.0047065,0.825497
0.0047075,0.777933,,0.0047075,0.938033,,0.0047075,0.719438,,0.0047075,0.825865,,0.0047075,0.825649
0.0047085,0.7779,,0.0047085,0.937968,,0.0047085,0.719556,,0.0047085,0.82581,,0.0047085,0.825801
0.0047095,0.777866,,0.0047095,0.9379,,0.0047095,0.719673,,0.0047095,0.825755,,0.0047095,0.825953
0.00471,0.777847,,0.00471,0.937865,,0.00471,0.719732,,0.00471,0.825727,,0.00471,0.826029
0.0047101,0.777843,,0.0047101,0.937858,,0.0047101,0.719744,,0.0047101,0.825721,,0.0047101,0.826044
0.0047103,0.777834,,0.0047103,0.937844,,0.0047103,0.719768,,0.0047103,0.82571,,0.0047103,0.826074
0.0047107,0.777812,,0.0047107,0.937815,,0.0047107,0.719815,,0.0047107,0.825688,,0.0047107,0.826135
0.0047115,0.777752,,0.0047115,0.937756,,0.0047115,0.71991,,0.0047115,0.825643,,0.0047115,0.826256
0.0047125,0.777646,,0.0047125,0.93768,,0.0047125,0.720029,,0.0047125,0.825587,,0.0047125,0.826407
0.0047135,0.777507,,0.0047135,0.937602,,0.0047135,0.720149,,0.0047135,0.82553,,0.0047135,0.826558
0.0047145,0.777336,,0.0047145,0.93752,,0.0047145,0.720268,,0.0047145,0.825474,,0.0047145,0.826708
0.004715,0.777238,,0.004715,0.937478,,0.004715,0.720328,,0.004715,0.825445,,0.004715,0.826783
0.0047151,0.777218,,0.0047151,0.93747,,0.0047151,0.72034,,0.0047151,0.825439,,0.0047151,0.826798
0.0047153,0.777176,,0.0047153,0.937453,,0.0047153,0.720364,,0.0047153,0.825428,,0.0047153,0.826828
0.0047157,0.777089,,0.0047157,0.937419,,0.0047157,0.720412,,0.0047157,0.825405,,0.0047157,0.826888
0.0047165,0.776899,,0.0047165,0.937349,,0.0047165,0.720509,,0.0047165,0.825359,,0.0047165,0.827008
0.0047175,0.776636,,0.0047175,0.937259,,0.0047175,0.720629,,0.0047175,0.825302,,0.0047175,0.827157
0.0047185,0.776343,,0.0047185,0.937166,,0.0047185,0.72075,,0.0047185,0.825244,,0.0047185,0.827307
0.0047195,0.776021,,0.0047195,0.937071,,0.0047195,0.720871,,0.0047195,0.825185,,0.0047195,0.827455
0.00472,0.77585,,0.00472,0.937022,,0.00472,0.720932,,0.00472,0.825156,,0.00472,0.82753
0.0047201,0.775814,,0.0047201,0.937012,,0.0047201,0.720944,,0.0047201,0.82515,,0.0047201,0.827544
0.0047203,0.775743,,0.0047203,0.936992,,0.0047203,0.720968,,0.0047203,0.825138,,0.0047203,0.827574
0.0047207,0.775598,,0.0047207,0.936952,,0.0047207,0.721017,,0.0047207,0.825115,,0.0047207,0.827633
0.0047215,0.775294,,0.0047215,0.936871,,0.0047215,0.721114,,0.0047215,0.825067,,0.0047215,0.827752
0.0047225,0.77489,,0.0047225,0.936766,,0.0047225,0.721236,,0.0047225,0.825008,,0.0047225,0.8279
0.0047235,0.77446,,0.0047235,0.936659,,0.0047235,0.721358,,0.0047235,0.824948,,0.0047235,0.828047
0.0047245,0.774005,,0.0047245,0.936548,,0.0047245,0.72148,,0.0047245,0.824888,,0.0047245,0.828194
0.004725,0.773768,,0.004725,0.936492,,0.004725,0.721541,,0.004725,0.824857,,0.004725,0.828267
0.0047251,0.77372,,0.0047251,0.936481,,0.0047251,0.721553,,0.0047251,0.824851,,0.0047251,0.828282
0.0047253,0.773623,,0.0047253,0.936458,,0.0047253,0.721578,,0.0047253,0.824839,,0.0047253,0.828311
0.0047257,0.773426,,0.0047257,0.936412,,0.0047257,0.721627,,0.0047257,0.824815,,0.0047257,0.82837
0.0047265,0.77302,,0.0047265,0.936318,,0.0047265,0.721725,,0.0047265,0.824766,,0.0047265,0.828487
0.0047275,0.772492,,0.0047275,0.936198,,0.0047275,0.721847,,0.0047275,0.824704,,0.0047275,0.828632
0.0047285,0.77194,,0.0047285,0.936076,,0.0047285,0.72197,,0.0047285,0.824642,,0.0047285,0.828778
0.0047295,0.771366,,0.0047295,0.93595,,0.0047295,0.722092,,0.0047295,0.82458,,0.0047295,0.828923
0.00473,0.771071,,0.00473,0.935885,,0.00473,0.722154,,0.00473,0.824549,,0.00473,0.828995
0.0047301,0.771012,,0.0047301,0.935872,,0.0047301,0.722166,,0.0047301,0.824542,,0.0047301,0.829009
0.0047303,0.770893,,0.0047303,0.935846,,0.0047303,0.722191,,0.0047303,0.82453,,0.0047303,0.829038
0.0047307,0.770655,,0.0047307,0.935794,,0.0047307,0.72224,,0.0047307,0.824505,,0.0047307,0.829096
0.0047315,0.770182,,0.0047315,0.935688,,0.0047315,0.722338,,0.0047315,0.824454,,0.0047315,0.829211
0.0047325,0.769595,,0.0047325,0.935552,,0.0047325,0.722461,,0.0047325,0.82439,,0.0047325,0.829355
0.0047335,0.769013,,0.0047335,0.935414,,0.0047335,0.722584,,0.0047335,0.824326,,0.0047335,0.829498
0.0047345,0.768435,,0.0047345,0.935272,,0.0047345,0.722707,,0.0047345,0.824261,,0.0047345,0.829641
0.004735,0.768147,,0.004735,0.935199,,0.004735,0.722768,,0.004735,0.824229,,0.004735,0.829712
0.0047351,0.76809,,0.0047351,0.935185,,0.0047351,0.72278,,0.0047351,0.824222,,0.0047351,0.829726
0.0047353,0.767975,,0.0047353,0.935156,,0.0047353,0.722805,,0.0047353,0.824209,,0.0047353,0.829755
0.0047357,0.767746,,0.0047357,0.935097,,0.0047357,0.722854,,0.0047357,0.824183,,0.0047357,0.829812
0.0047365,0.767291,,0.0047365,0.934978,,0.0047365,0.722952,,0.0047365,0.82413,,0.0047365,0.829925
0.0047375,0.766725,,0.0047375,0.934826,,0.0047375,0.723075,,0.0047375,0.824064,,0.0047375,0.830066
0.0047385,0.766164,,0.0047385,0.934672,,0.0047385,0.723198,,0.0047385,0.823997,,0.0047385,0.830207
0.0047395,0.765606,,0.0047395,0.934514,,0.0047395,0.723322,,0.0047395,0.82393,,0.0047395,0.830348
0.00474,0.765329,,0.00474,0.934434,,0.00474,0.723383,,0.00474,0.823897,,0.00474,0.830418
0.0047401,0.765273,,0.0047401,0.934417,,0.0047401,0.723395,,0.0047401,0.82389,,0.0047401,0.830432
0.0047403,0.765163,,0.0047403,0.934385,,0.0047403,0.72342,,0.0047403,0.823876,,0.0047403,0.83046
0.0047407,0.764942,,0.0047407,0.93432,,0.0047407,0.723469,,0.0047407,0.823849,,0.0047407,0.830516
0.0047415,0.764502,,0.0047415,0.934188,,0.0047415,0.723568,,0.0047415,0.823795,,0.0047415,0.830628
0.0047425,0.763956,,0.0047425,0.934021,,0.0047425,0.723691,,0.0047425,0.823726,,0.0047425,0.830767
0.0047435,0.763414,,0.0047435,0.93385,,0.0047435,0.723814,,0.0047435,0.823657,,0.0047435,0.830905
0.0047445,0.762875,,0.0047445,0.933676,,0.0047445,0.723937,,0.0047445,0.823588,,0.0047445,0.831044
0.004745,0.762607,,0.004745,0.933588,,0.004745,0.723998,,0.004745,0.823553,,0.004745,0.831113
0.0047451,0.762554,,0.0047451,0.93357,,0.0047451,0.724011,,0.0047451,0.823546,,0.0047451,0.831126
0.0047453,0.762447,,0.0047453,0.933534,,0.0047453,0.724035,,0.0047453,0.823532,,0.0047453,0.831154
0.0047457,0.762234,,0.0047457,0.933463,,0.0047457,0.724085,,0.0047457,0.823504,,0.0047457,0.831209
0.0047465,0.761809,,0.0047465,0.933318,,0.0047465,0.724183,,0.0047465,0.823447,,0.0047465,0.831319
0.0047475,0.761281,,0.0047475,0.933135,,0.0047475,0.724306,,0.0047475,0.823376,,0.0047475,0.831455
0.0047485,0.760756,,0.0047485,0.932948,,0.0047485,0.724429,,0.0047485,0.823305,,0.0047485,0.831592
0.0047495,0.760235,,0.0047495,0.932758,,0.0047495,0.724552,,0.0047495,0.823233,,0.0047495,0.831728
0.00475,0.759976,,0.00475,0.932662,,0.00475,0.724614,,0.00475,0.823197,,0.00475,0.831796
0.0047501,0.759924,,0.0047501,0.932643,,0.0047501,0.724626,,0.0047501,0.82319,,0.0047501,0.831809
0.0047503,0.759822,,0.0047503,0.932604,,0.0047503,0.724651,,0.0047503,0.823175,,0.0047503,0.831836
0.0047507,0.759619,,0.0047507,0.932526,,0.0047507,0.7247,,0.0047507,0.823146,,0.0047507,0.83189
0.0047515,0.759225,,0.0047515,0.932369,,0.0047515,0.724798,,0.0047515,0.823088,,0.0047515,0.831998
0.0047525,0.758752,,0.0047525,0.93217,,0.0047525,0.724921,,0.0047525,0.823015,,0.0047525,0.832133
0.0047535,0.7583,,0.0047535,0.931967,,0.0047535,0.725044,,0.0047535,0.822941,,0.0047535,0.832267
0.0047545,0.757871,,0.0047545,0.931761,,0.0047545,0.725167,,0.0047545,0.822866,,0.0047545,0.8324
0.004755,0.757664,,0.004755,0.931657,,0.004755,0.725229,,0.004755,0.822829,,0.004755,0.832467
0.0047551,0.757623,,0.0047551,0.931636,,0.0047551,0.725241,,0.0047551,0.822822,,0.0047551,0.83248
0.0047553,0.757542,,0.0047553,0.931595,,0.0047553,0.725265,,0.0047553,0.822807,,0.0047553,0.832507
0.0047557,0.757383,,0.0047557,0.93151,,0.0047557,0.725315,,0.0047557,0.822777,,0.0047557,0.83256
0.0047565,0.757074,,0.0047565,0.931341,,0.0047565,0.725413,,0.0047565,0.822716,,0.0047565,0.832666
0.0047575,0.756707,,0.0047575,0.931126,,0.0047575,0.725536,,0.0047575,0.822641,,0.0047575,0.832798
0.0047585,0.75636,,0.0047585,0.930908,,0.0047585,0.725659,,0.0047585,0.822565,,0.0047585,0.83293
0.0047595,0.756033,,0.0047595,0.930687,,0.0047595,0.725782,,0.0047595,0.822488,,0.0047595,0.833061
0.00476,0.755876,,0.00476,0.930575,,0.00476,0.725843,,0.00476,0.82245,,0.00476,0.833127
0.0047601,0.755846,,0.0047601,0.930553,,0.0047601,0.725856,,0.0047601,0.822442,,0.0047601,0.83314
0.0047603,0.755785,,0.0047603,0.930508,,0.0047603,0.72588,,0.0047603,0.822426,,0.0047603,0.833166
0.0047607,0.755666,,0.0047607,0.930418,,0.0047607,0.72593,,0.0047607,0.822396,,0.0047607,0.833218
0.0047615,0.755437,,0.0047615,0.930236,,0.0047615,0.726028,,0.0047615,0.822334,,0.0047615,0.833323
0.0047625,0.755167,,0.0047625,0.930006,,0.0047625,0.726151,,0.0047625,0.822256,,0.0047625,0.833453
0.0047635,0.754916,,0.0047635,0.929773,,0.0047635,0.726274,,0.0047635,0.822177,,0.0047635,0.833582
0.0047645,0.754683,,0.0047645,0.929538,,0.0047645,0.726398,,0.0047645,0.822099,,0.0047645,0.833711
0.004765,0.754574,,0.004765,0.929419,,0.004765,0.726459,,0.004765,0.822059,,0.004765,0.833776
0.0047651,0.754553,,0.0047651,0.929395,,0.0047651,0.726472,,0.0047651,0.822051,,0.0047651,0.833788
0.0047653,0.75451,,0.0047653,0.929347,,0.0047653,0.726496,,0.0047653,0.822035,,0.0047653,0.833814
0.0047657,0.754428,,0.0047657,0.929251,,0.0047657,0.726546,,0.0047657,0.822004,,0.0047657,0.833866
0.0047665,0.754272,,0.0047665,0.929057,,0.0047665,0.726644,,0.0047665,0.82194,,0.0047665,0.833968
0.0047675,0.754093,,0.0047675,0.928813,,0.0047675,0.726768,,0.0047675,0.82186,,0.0047675,0.834096
0.0047685,0.753931,,0.0047685,0.928566,,0.0047685,0.726891,,0.0047685,0.82178,,0.0047685,0.834223
0.0047695,0.753785,,0.0047695,0.928316,,0.0047695,0.727015,,0.0047695,0.821699,,0.0047695,0.83435
0.00477,0.753719,,0.00477,0.92819,,0.00477,0.727077,,0.00477,0.821658,,0.00477,0.834414
0.0047701,0.753706,,0.0047701,0.928165,,0.0047701,0.727089,,0.0047701,0.82165,,0.0047701,0.834426
0.0047703,0.75368,,0.0047703,0.928114,,0.0047703,0.727114,,0.0047703,0.821634,,0.0047703,0.834452
0.0047707,0.753626,,0.0047707,0.928012,,0.0047707,0.727163,,0.0047707,0.821602,,0.0047707,0.834502
0.0047715,0.75351,,0.0047715,0.927808,,0.0047715,0.727262,,0.0047715,0.821536,,0.0047715,0.834603
0.0047725,0.753352,,0.0047725,0.927549,,0.0047725,0.727386,,0.0047725,0.821454,,0.0047725,0.834729
0.0047735,0.753181,,0.0047735,0.927288,,0.0047735,0.72751,,0.0047735,0.821372,,0.0047735,0.834854
0.0047745,0.752996,,0.0047745,0.927024,,0.0047745,0.727634,,0.0047745,0.821289,,0.0047745,0.834979
0.004775,0.752898,,0.004775,0.926891,,0.004775,0.727696,,0.004775,0.821248,,0.004775,0.835041
0.0047751,0.752878,,0.0047751,0.926864,,0.0047751,0.727708,,0.0047751,0.821239,,0.0047751,0.835054
0.0047753,0.752838,,0.0047753,0.926811,,0.0047753,0.727733,,0.0047753,0.821223,,0.0047753,0.835079
0.0047757,0.752755,,0.0047757,0.926704,,0.0047757,0.727783,,0.0047757,0.82119,,0.0047757,0.835128
0.0047765,0.752585,,0.0047765,0.926488,,0.0047765,0.727882,,0.0047765,0.821123,,0.0047765,0.835228
0.0047775,0.75236,,0.0047775,0.926215,,0.0047775,0.728006,,0.0047775,0.821039,,0.0047775,0.835351
0.0047785,0.752122,,0.0047785,0.92594,,0.0047785,0.72813,,0.0047785,0.820954,,0.0047785,0.835474
0.0047795,0.751872,,0.0047795,0.925662,,0.0047795,0.728254,,0.0047795,0.820869,,0.0047795,0.835597
0.00478,0.751743,,0.00478,0.925522,,0.00478,0.728316,,0.00478,0.820827,,0.00478,0.835658
0.0047801,0.751716,,0.0047801,0.925493,,0.0047801,0.728328,,0.0047801,0.820818,,0.0047801,0.83567
0.0047803,0.751663,,0.0047803,0.925437,,0.0047803,0.728353,,0.0047803,0.820801,,0.0047803,0.835695
0.0047807,0.751556,,0.0047807,0.925324,,0.0047807,0.728403,,0.0047807,0.820767,,0.0047807,0.835744
0.0047815,0.751336,,0.0047815,0.925097,,0.0047815,0.728502,,0.0047815,0.820699,,0.0047815,0.835841
0.0047825,0.75105,,0.0047825,0.92481,,0.0047825,0.728626,,0.0047825,0.820612,,0.0047825,0.835962
0.0047835,0.750753,,0.0047835,0.92452,,0.0047835,0.72875,,0.0047835,0.820526,,0.0047835,0.836083
0.0047845,0.750444,,0.0047845,0.924228,,0.0047845,0.728874,,0.0047845,0.820439,,0.0047845,0.836204
0.004785,0.750286,,0.004785,0.92408,,0.004785,0.728936,,0.004785,0.820395,,0.004785,0.836264
0.0047851,0.750254,,0.0047851,0.924051,,0.0047851,0.728949,,0.0047851,0.820386,,0.0047851,0.836276
0.0047853,0.75019,,0.0047853,0.923992,,0.0047853,0.728974,,0.0047853,0.820369,,0.0047853,0.836299
0.0047857,0.75006,,0.0047857,0.923873,,0.0047857,0.729023,,0.0047857,0.820334,,0.0047857,0.836347
0.0047865,0.749795,,0.0047865,0.923634,,0.0047865,0.729122,,0.0047865,0.820263,,0.0047865,0.836443
0.0047875,0.749454,,0.0047875,0.923333,,0.0047875,0.729246,,0.0047875,0.820175,,0.0047875,0.836562
0.0047885,0.749104,,0.0047885,0.923028,,0.0047885,0.72937,,0.0047885,0.820086,,0.0047885,0.83668
0.0047895,0.748743,,0.0047895,0.922721,,0.0047895,0.729494,,0.0047895,0.819997,,0.0047895,0.836798
0.00479,0.748559,,0.00479,0.922567,,0.00479,0.729555,,0.00479,0.819952,,0.00479,0.836857
0.0047901,0.748522,,0.0047901,0.922536,,0.0047901,0.729568,,0.0047901,0.819943,,0.0047901,0.836869
0.0047903,0.748447,,0.0047903,0.922473,,0.0047903,0.729592,,0.0047903,0.819925,,0.0047903,0.836892
0.0047907,0.748296,,0.0047907,0.922349,,0.0047907,0.729642,,0.0047907,0.819889,,0.0047907,0.836939
0.0047915,0.747988,,0.0047915,0.922098,,0.0047915,0.729741,,0.0047915,0.819817,,0.0047915,0.837033
0.0047925,0.74759,,0.0047925,0.921782,,0.0047925,0.729864,,0.0047925,0.819726,,0.0047925,0.837149
0.0047935,0.74718,,0.0047935,0.921463,,0.0047935,0.729987,,0.0047935,0.819635,,0.0047935,0.837265
0.0047945,0.746757,,0.0047945,0.921141,,0.0047945,0.730111,,0.0047945,0.819543,,0.0047945,0.83738
0.004795,0.746541,,0.004795,0.920979,,0.004795,0.730172,,0.004795,0.819497,,0.004795,0.837438
0.0047951,0.746498,,0.0047951,0.920947,,0.0047951,0.730184,,0.0047951,0.819488,,0.0047951,0.837449
0.0047953,0.74641,,0.0047953,0.920881,,0.0047953,0.730209,,0.0047953,0.819469,,0.0047953,0.837472
0.0047957,0.746234,,0.0047957,0.920751,,0.0047957,0.730258,,0.0047957,0.819432,,0.0047957,0.837518
0.0047965,0.745875,,0.0047965,0.920488,,0.0047965,0.730357,,0.0047965,0.819358,,0.0047965,0.83761
0.0047975,0.745416,,0.0047975,0.920157,,0.0047975,0.730479,,0.0047975,0.819265,,0.0047975,0.837723
0.0047985,0.744945,,0.0047985,0.919823,,0.0047985,0.730602,,0.0047985,0.819171,,0.0047985,0.837837
0.0047995,0.744464,,0.0047995,0.919486,,0.0047995,0.730724,,0.0047995,0.819076,,0.0047995,0.83795
0.0048,0.744218,,0.0048,0.919317,,0.0048,0.730785,,0.0048,0.819029,,0.0048,0.838006
0.0048001,0.744169,,0.0048001,0.919283,,0.0048001,0.730798,,0.0048001,0.819019,,0.0048001,0.838017
0.0048003,0.74407,,0.0048003,0.919215,,0.0048003,0.730822,,0.0048003,0.819,,0.0048003,0.838039
0.0048007,0.743871,,0.0048007,0.919078,,0.0048007,0.730871,,0.0048007,0.818962,,0.0048007,0.838084
0.0048015,0.743467,,0.0048015,0.918803,,0.0048015,0.730968,,0.0048015,0.818886,,0.0048015,0.838173
0.0048025,0.742953,,0.0048025,0.918457,,0.0048025,0.73109,,0.0048025,0.81879,,0.0048025,0.838285
0.0048035,0.742429,,0.0048035,0.918108,,0.0048035,0.731212,,0.0048035,0.818694,,0.0048035,0.838395
0.0048045,0.741894,,0.0048045,0.917755,,0.0048045,0.731333,,0.0048045,0.818596,,0.0048045,0.838505
0.004805,0.741624,,0.004805,0.917578,,0.004805,0.731394,,0.004805,0.818548,,0.004805,0.83856
0.0048051,0.741569,,0.0048051,0.917543,,0.0048051,0.731406,,0.0048051,0.818538,,0.0048051,0.838571
0.0048053,0.74146,,0.0048053,0.917471,,0.0048053,0.73143,,0.0048053,0.818518,,0.0048053,0.838593
0.0048057,0.74124,,0.0048057,0.917329,,0.0048057,0.731478,,0.0048057,0.818479,,0.0048057,0.838636
0.0048065,0.740797,,0.0048065,0.917041,,0.0048065,0.731575,,0.0048065,0.818401,,0.0048065,0.838723
0.0048075,0.740234,,0.0048075,0.91668,,0.0048075,0.731696,,0.0048075,0.818302,,0.0048075,0.838832
0.0048085,0.739661,,0.0048085,0.916315,,0.0048085,0.731816,,0.0048085,0.818202,,0.0048085,0.838939
0.0048095,0.73908,,0.0048095,0.915947,,0.0048095,0.731936,,0.0048095,0.818103,,0.0048095,0.839046
0.00481,0.738787,,0.00481,0.915762,,0.00481,0.731996,,0.00481,0.818052,,0.00481,0.8391
0.0048101,0.738728,,0.0048101,0.915725,,0.0048101,0.732008,,0.0048101,0.818042,,0.0048101,0.83911
0.0048103,0.738609,,0.0048103,0.915651,,0.0048103,0.732032,,0.0048103,0.818022,,0.0048103,0.839131
0.0048107,0.738373,,0.0048107,0.915502,,0.0048107,0.73208,,0.0048107,0.817982,,0.0048107,0.839174
0.0048115,0.737898,,0.0048115,0.915202,,0.0048115,0.732175,,0.0048115,0.817901,,0.0048115,0.839259
0.0048125,0.737301,,0.0048125,0.914825,,0.0048125,0.732294,,0.0048125,0.817799,,0.0048125,0.839364
0.0048135,0.7367,,0.0048135,0.914444,,0.0048135,0.732413,,0.0048135,0.817697,,0.0048135,0.839469
0.0048145,0.736096,,0.0048145,0.914061,,0.0048145,0.732532,,0.0048145,0.817594,,0.0048145,0.839573
0.004815,0.735793,,0.004815,0.913868,,0.004815,0.732591,,0.004815,0.817542,,0.004815,0.839624
0.0048151,0.735732,,0.0048151,0.913829,,0.0048151,0.732603,,0.0048151,0.817532,,0.0048151,0.839635
0.0048153,0.735611,,0.0048153,0.913752,,0.0048153,0.732626,,0.0048153,0.817511,,0.0048153,0.839655
0.0048157,0.735367,,0.0048157,0.913596,,0.0048157,0.732673,,0.0048157,0.81747,,0.0048157,0.839697
0.0048165,0.734879,,0.0048165,0.913284,,0.0048165,0.732768,,0.0048165,0.817386,,0.0048165,0.839779
0.0048175,0.734265,,0.0048175,0.912891,,0.0048175,0.732885,,0.0048175,0.817282,,0.0048175,0.839881
0.0048185,0.733649,,0.0048185,0.912495,,0.0048185,0.733002,,0.0048185,0.817176,,0.0048185,0.839983
0.0048195,0.733029,,0.0048195,0.912095,,0.0048195,0.733119,,0.0048195,0.81707,,0.0048195,0.840084
0.00482,0.732718,,0.00482,0.911895,,0.00482,0.733177,,0.00482,0.817017,,0.00482,0.840134
0.0048201,0.732656,,0.0048201,0.911854,,0.0048201,0.733189,,0.0048201,0.817006,,0.0048201,0.840144
0.0048203,0.732532,,0.0048203,0.911774,,0.0048203,0.733212,,0.0048203,0.816985,,0.0048203,0.840164
0.0048207,0.732282,,0.0048207,0.911612,,0.0048207,0.733259,,0.0048207,0.816942,,0.0048207,0.840204
0.0048215,0.731782,,0.0048215,0.911287,,0.0048215,0.733352,,0.0048215,0.816856,,0.0048215,0.840284
0.0048225,0.731154,,0.0048225,0.910878,,0.0048225,0.733467,,0.0048225,0.816749,,0.0048225,0.840383
0.0048235,0.730523,,0.0048235,0.910466,,0.0048235,0.733582,,0.0048235,0.81664,,0.0048235,0.840481
0.0048245,0.72989,,0.0048245,0.910051,,0.0048245,0.733697,,0.0048245,0.816531,,0.0048245,0.840579
0.004825,0.729573,,0.004825,0.909842,,0.004825,0.733755,,0.004825,0.816476,,0.004825,0.840627
0.0048251,0.729509,,0.0048251,0.9098,,0.0048251,0.733766,,0.0048251,0.816465,,0.0048251,0.840637
0.0048253,0.729382,,0.0048253,0.909716,,0.0048253,0.733789,,0.0048253,0.816443,,0.0048253,0.840656
0.0048257,0.729127,,0.0048257,0.909548,,0.0048257,0.733835,,0.0048257,0.816399,,0.0048257,0.840695
0.0048265,0.728616,,0.0048265,0.90921,,0.0048265,0.733926,,0.0048265,0.816311,,0.0048265,0.840772
0.0048275,0.727976,,0.0048275,0.908786,,0.0048275,0.73404,,0.0048275,0.8162,,0.0048275,0.840868
0.0048285,0.727333,,0.0048285,0.908358,,0.0048285,0.734153,,0.0048285,0.816088,,0.0048285,0.840963
