"X--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]","Y--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]",,"X--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]","Y--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]",,"X--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]","Y--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]",,"X--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]","Y--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]",,"X--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]"
0.00317128,0.843532,,0.00317128,0.842076,,0.00317128,0.842625,,0.00317128,0.845196,,0.00317128,0.845588
0.00317384,0.83921,,0.00317384,0.841987,,0.00317384,0.842544,,0.00317384,0.845029,,0.00317384,0.845411
0.00317896,0.830664,,0.00317896,0.840318,,0.00317896,0.841587,,0.00317896,0.844164,,0.00317896,0.844548
0.00318408,0.822355,,0.00318408,0.83705,,0.00318408,0.83969,,0.00318408,0.842652,,0.00318408,0.843062
0.00319,0.812925,,0.00319,0.831835,,0.00319,0.836515,,0.00319,0.840192,,0.00319,0.840657
0.00319102,0.81336,,0.00319102,0.830894,,0.00319102,0.83591,,0.00319102,0.83972,,0.00319102,0.840196
0.00319307,0.814013,,0.00319307,0.82914,,0.00319307,0.834748,,0.00319307,0.838805,,0.00319307,0.8393
0.00319717,0.815323,,0.00319717,0.826334,,0.00319717,0.832702,,0.00319717,0.837137,,0.00319717,0.837664
0.00320536,0.817952,,0.00320536,0.822906,,0.00320536,0.829587,,0.00320536,0.834398,,0.00320536,0.83496
0.00321,0.819457,,0.00321,0.821995,,0.00321,0.828339,,0.00321,0.833175,,0.00321,0.833742
0.00321164,0.8164,,0.00321164,0.821552,,0.00321164,0.827847,,0.00321164,0.832708,,0.00321164,0.833278
0.00321492,0.810335,,0.00321492,0.820257,,0.00321492,0.826655,,0.00321492,0.831632,,0.00321492,0.832213
0.00322147,0.798408,,0.00322147,0.8156,,0.00322147,0.82313,,0.00322147,0.828679,,0.00322147,0.829312
0.00323,0.78345,,0.00323,0.806584,,0.00323,0.816654,,0.00323,0.823442,,0.00323,0.824186
0.00323131,0.78421,,0.00323131,0.805145,,0.00323131,0.815577,,0.00323131,0.822564,,0.00323131,0.823326
0.00323393,0.785176,,0.00323393,0.802516,,0.00323393,0.813526,,0.00323393,0.820869,,0.00323393,0.821664
0.00323918,0.787113,,0.00323918,0.798561,,0.00323918,0.810005,,0.00323918,0.817827,,0.00323918,0.818672
0.00324442,0.789063,,0.00324442,0.79603,,0.00324442,0.807187,,0.00324442,0.815222,,0.00324442,0.816096
0.00325,0.791148,,0.00325,0.794518,,0.00325,0.804859,,0.00325,0.812887,,0.00325,0.813772
0.00325105,0.792145,,0.00325105,0.794394,,0.00325105,0.804519,,0.00325105,0.812514,,0.00325105,0.813398
0.00325315,0.794132,,0.00325315,0.794263,,0.00325315,0.80391,,0.00325315,0.811816,,0.00325315,0.812697
0.00325734,0.79813,,0.00325734,0.794633,,0.00325734,0.803099,,0.00325734,0.810708,,0.00325734,0.811572
0.00326573,0.806217,,0.00326573,0.797351,,0.00326573,0.802916,,0.00326573,0.809542,,0.00326573,0.810336
0.00327,0.810491,,0.00327,0.799567,,0.00327,0.803493,,0.00327,0.809457,,0.00327,0.810199
0.00327168,0.808938,,0.00327168,0.800325,,0.00327168,0.803722,,0.00327168,0.809442,,0.00327168,0.810164
0.00327503,0.805802,,0.00327503,0.801464,,0.00327503,0.804029,,0.00327503,0.809324,,0.00327503,0.810011
0.00328174,0.799585,,0.00328174,0.801831,,0.00328174,0.803813,,0.00328174,0.808589,,0.00328174,0.809231
0.00329,0.792086,,0.00329,0.799698,,0.00329,0.802255,,0.00329,0.806873,,0.00329,0.807496
0.00329134,0.791309,,0.00329134,0.799147,,0.00329134,0.801884,,0.00329134,0.806517,,0.00329134,0.80714
0.00329403,0.78962,,0.00329403,0.798005,,0.00329403,0.801107,,0.00329403,0.805781,,0.00329403,0.806406
0.0032994,0.786258,,0.0032994,0.795522,,0.0032994,0.799376,,0.0032994,0.804182,,0.0032994,0.804815
0.00331,0.77968,,0.00331,0.790062,,0.00331,0.795373,,0.00331,0.800585,,0.00331,0.801246
0.00331107,0.780798,,0.00331107,0.789569,,0.00331107,0.794974,,0.00331107,0.800221,,0.00331107,0.800885
0.00331322,0.782932,,0.00331322,0.788748,,0.00331322,0.794257,,0.00331322,0.799545,,0.00331322,0.800212
0.00331752,0.787225,,0.00331752,0.788005,,0.00331752,0.793279,,0.00331752,0.798499,,0.00331752,0.79916
0.00332611,0.795919,,0.00332611,0.789316,,0.00332611,0.792933,,0.00332611,0.797532,,0.00332611,0.79814
0.00333,0.800033,,0.00333,0.79092,,0.00333,0.793423,,0.00333,0.797561,,0.00333,0.798129
0.00333172,0.802125,,0.00333172,0.791846,,0.00333172,0.793798,,0.00333172,0.797694,,0.00333172,0.798241
0.00333515,0.806294,,0.00333515,0.793889,,0.00333515,0.794695,,0.00333515,0.798074,,0.00333515,0.798576
0.00334203,0.814729,,0.00334203,0.798963,,0.00334203,0.797309,,0.00334203,0.799483,,0.00334203,0.799877
0.00335,0.824787,,0.00335,0.806154,,0.00335,0.801557,,0.00335,0.802124,,0.00335,0.80237
0.00335137,0.824721,,0.00335137,0.807402,,0.00335137,0.802363,,0.00335137,0.802654,,0.00335137,0.802873
0.00335412,0.824339,,0.00335412,0.809704,,0.00335412,0.803904,,0.00335412,0.80368,,0.00335412,0.80385
0.00335962,0.823576,,0.00335962,0.813295,,0.00335962,0.8066,,0.00335962,0.805539,,0.00335962,0.805622
0.00337,0.822139,,0.00337,0.817386,,0.00337,0.810494,,0.00337,0.808419,,0.00337,0.808383
0.0033711,0.822056,,0.0033711,0.81764,,0.0033711,0.810818,,0.0033711,0.808676,,0.0033711,0.808631
0.0033733,0.821885,,0.0033733,0.818112,,0.0033733,0.811443,,0.0033733,0.809178,,0.0033733,0.809114
0.0033777,0.821542,,0.0033777,0.818857,,0.0033777,0.812562,,0.0033777,0.810106,,0.0033777,0.810011
0.00338649,0.820858,,0.00338649,0.819735,,0.00338649,0.814348,,0.00338649,0.811689,,0.00338649,0.811548
0.0034,0.819809,,0.0034,0.820048,,0.0034,0.816149,,0.0034,0.813514,,0.0034,0.813337
0.00340176,0.815823,,0.00340176,0.819691,,0.00340176,0.816134,,0.00340176,0.813583,,0.00340176,0.813408
0.00340528,0.807944,,0.00340528,0.818373,,0.00340528,0.815759,,0.00340528,0.813482,,0.00340528,0.81332
0.00341231,0.792525,,0.00341231,0.812724,,0.00341231,0.813138,,0.00341231,0.811947,,0.00341231,0.811862
0.00342,0.776528,,0.00342,0.803269,,0.00342,0.807902,,0.00342,0.808497,,0.00342,0.808551
0.00342141,0.778228,,0.00342141,0.801549,,0.00342141,0.806847,,0.00342141,0.80777,,0.00342141,0.807852
0.00342422,0.780997,,0.00342422,0.798535,,0.00342422,0.804909,,0.00342422,0.806419,,0.00342422,0.80655
0.00342985,0.786578,,0.00342985,0.794743,,0.00342985,0.802007,,0.00342985,0.804297,,0.00342985,0.804498
0.00344,0.796806,,0.00344,0.793461,,0.00344,0.799586,,0.00344,0.802244,,0.00344,0.802489
0.00344113,0.797998,,0.00344113,0.793714,,0.00344113,0.79954,,0.00344113,0.802162,,0.00344113,0.802405
0.00344338,0.800122,,0.00344338,0.79431,,0.00344338,0.799513,,0.00344338,0.802043,,0.00344338,0.802281
0.00344788,0.804395,,0.00344788,0.795988,,0.00344788,0.799819,,0.00344788,0.802059,,0.00344788,0.80228
0.00345689,0.813044,,0.00345689,0.800851,,0.00345689,0.801698,,0.00345689,0.803031,,0.00345689,0.803184
0.00346,0.816182,,0.00346,0.802927,,0.00346,0.80271,,0.00346,0.803644,,0.00346,0.803766
0.0034618,0.813209,,0.0034618,0.803814,,0.0034618,0.803183,,0.0034618,0.803936,,0.0034618,0.804043
0.0034654,0.807293,,0.0034654,0.804925,,0.0034654,0.803821,,0.0034654,0.804321,,0.0034654,0.804407
0.00347261,0.795655,,0.00347261,0.803828,,0.00347261,0.803416,,0.00347261,0.803984,,0.00347261,0.804073
0.00348,0.784183,,0.00348,0.799315,,0.00348,0.801033,,0.00348,0.802278,,0.00348,0.802421
0.00348144,0.782697,,0.00348144,0.798148,,0.00348144,0.800365,,0.00348144,0.801797,,0.00348144,0.801955
0.00348432,0.779412,,0.00348432,0.795747,,0.00348432,0.79896,,0.00348432,0.800778,,0.00348432,0.800969
0.00349009,0.772904,,0.00349009,0.790605,,0.00349009,0.795757,,0.00349009,0.798418,,0.00349009,0.798681
0.0035,0.76193,,0.0035,0.781044,,0.0035,0.789243,,0.0035,0.793478,,0.0035,0.793883
0.00350115,0.761839,,0.00350115,0.779949,,0.00350115,0.788439,,0.00350115,0.792853,,0.00350115,0.793275
0.00350346,0.761349,,0.00350346,0.777858,,0.00350346,0.786865,,0.00350346,0.791619,,0.00350346,0.792073
0.00350807,0.760372,,0.00350807,0.774193,,0.00350807,0.783902,,0.00350807,0.789237,,0.00350807,0.789749
0.00351729,0.758422,,0.00351729,0.768434,,0.00351729,0.778618,,0.00351729,0.784788,,0.00351729,0.785392
0.00352,0.757857,,0.00352,0.767071,,0.00352,0.777216,,0.00352,0.783558,,0.00352,0.784183
0.00352184,0.75989,,0.00352184,0.766438,,0.00352184,0.776417,,0.00352184,0.782819,,0.00352184,0.783454
0.00352553,0.763981,,0.00352553,0.765644,,0.00352553,0.775082,,0.00352553,0.781515,,0.00352553,0.782162
0.00353291,0.772264,,0.00353291,0.766447,,0.00353291,0.773855,,0.00353291,0.779893,,0.00353291,0.780526
0.00354,0.780462,,0.00354,0.769553,,0.00354,0.774281,,0.00354,0.779482,,0.00354,0.780059
0.00354148,0.781763,,0.00354148,0.77043,,0.00354148,0.77456,,0.00354148,0.779539,,0.00354148,0.7801
0.00354443,0.784199,,0.00354443,0.772232,,0.00354443,0.775187,,0.00354443,0.779712,,0.00354443,0.78024
0.00355033,0.789106,,0.00355033,0.776096,,0.00355033,0.776833,,0.00355033,0.780393,,0.00355033,0.780845
0.00356,0.797264,,0.00356,0.783006,,0.00356,0.780511,,0.00356,0.782386,,0.00356,0.782696
0.00356118,0.800046,,0.00356118,0.783999,,0.00356118,0.781097,,0.00356118,0.782742,,0.00356118,0.783033
0.00356354,0.805486,,0.00356354,0.786187,,0.00356354,0.782398,,0.00356354,0.783552,,0.00356354,0.783799
0.00356826,0.816534,,0.00356826,0.791655,,0.00356826,0.785733,,0.00356826,0.785728,,0.00356826,0.785873
0.00357771,0.83932,,0.00357771,0.806052,,0.00357771,0.795029,,0.00357771,0.792162,,0.00357771,0.792047
0.00358,0.845774,,0.00358,0.810188,,0.00358,0.7978,,0.00358,0.79414,,0.00358,0.793952
0.00358189,0.849363,,0.00358189,0.813719,,0.00358189,0.800234,,0.00358189,0.795905,,0.00358189,0.795655
0.00358567,0.856527,,0.00358567,0.82079,,0.00358567,0.805209,,0.00358567,0.799552,,0.00358567,0.799175
0.00359322,0.871127,,0.00359322,0.835024,,0.00359322,0.815776,,0.00359322,0.807516,,0.00359322,0.806884
0.0036,0.884872,,0.0036,0.847995,,0.0036,0.825933,,0.0036,0.815401,,0.0036,0.814539
0.00360151,0.882728,,0.00360151,0.850546,,0.00360151,0.828098,,0.00360151,0.817134,,0.00360151,0.816226
0.00360453,0.878038,,0.00360453,0.854929,,0.00360453,0.832085,,0.00360453,0.82039,,0.00360453,0.8194
0.00361058,0.868769,,0.00361058,0.859985,,0.00361058,0.838153,,0.00361058,0.825711,,0.00361058,0.824614
0.00362267,0.850669,,0.00362267,0.859856,,0.00362267,0.844054,,0.00362267,0.832211,,0.00362267,0.83108
0.00363,0.840454,,0.00363,0.855245,,0.00363,0.844318,,0.00363,0.833819,,0.00363,0.832758
0.003632,0.837626,,0.003632,0.853573,,0.003632,0.843985,,0.003632,0.833948,,0.003632,0.832916
0.003636,0.83177,,0.003636,0.84999,,0.003636,0.843059,,0.003636,0.833998,,0.003636,0.833032
0.003644,0.820243,,0.003644,0.841674,,0.003644,0.839822,,0.003644,0.832954,,0.003644,0.832148
0.00365,0.811962,,0.00365,0.834724,,0.00365,0.836364,,0.00365,0.831275,,0.00365,0.83061
0.0036516,0.809929,,0.0036516,0.832805,,0.0036516,0.8353,,0.0036516,0.830694,,0.0036516,0.83007
0.0036548,0.80572,,0.0036548,0.828939,,0.0036548,0.833088,,0.0036548,0.82945,,0.0036548,0.828907
0.0036612,0.797401,,0.0036612,0.821073,,0.0036612,0.828209,,0.0036612,0.826497,,0.0036612,0.826121
0.00367,0.786252,,0.00367,0.810111,,0.00367,0.820685,,0.00367,0.821546,,0.00367,0.821407
0.00367128,0.785582,,0.00367128,0.808569,,0.00367128,0.819546,,0.00367128,0.82076,,0.00367128,0.820654
0.00367384,0.783936,,0.00367384,0.805575,,0.00367384,0.817288,,0.00367384,0.819185,,0.00367384,0.819145
0.00367896,0.780661,,0.00367896,0.800068,,0.00367896,0.812889,,0.00367896,0.816027,,0.00367896,0.816111
0.00368408,0.777423,,0.00368408,0.795093,,0.00368408,0.808633,,0.00368408,0.81286,,0.00368408,0.813059
0.00369,0.773709,,0.00369,0.789848,,0.00369,0.803872,,0.00369,0.809193,,0.00369,0.809513
0.00369102,0.773814,,0.00369102,0.789032,,0.00369102,0.803087,,0.00369102,0.808571,,0.00369102,0.80891
0.00369307,0.773989,,0.00369307,0.78749,,0.00369307,0.801562,,0.00369307,0.807353,,0.00369307,0.807728
0.00369717,0.774338,,0.00369717,0.784907,,0.00369717,0.798771,,0.00369717,0.80506,,0.00369717,0.805499
0.00370536,0.775039,,0.00370536,0.781295,,0.00370536,0.794102,,0.00370536,0.801004,,0.00370536,0.801538
0.00371,0.775436,,0.00371,0.779982,,0.00371,0.79194,,0.00371,0.798996,,0.00371,0.799568
0.00371164,0.775348,,0.00371164,0.779615,,0.00371164,0.791257,,0.00371164,0.798338,,0.00371164,0.79892
0.00371492,0.775172,,0.00371492,0.778927,,0.00371492,0.78994,,0.00371492,0.797054,,0.00371492,0.797655
0.00372147,0.77482,,0.00372147,0.777774,,0.00372147,0.787576,,0.00372147,0.794665,,0.00372147,0.795294
0.00373,0.774361,,0.00373,0.776611,,0.00373,0.784965,,0.00373,0.791881,,0.00373,0.79253
0.00373131,0.775627,,0.00373131,0.776548,,0.00373131,0.784655,,0.00373131,0.791517,,0.00373131,0.792166
0.00373393,0.778167,,0.00373393,0.776593,,0.00373393,0.78414,,0.00373393,0.790863,,0.00373393,0.791509
0.00373918,0.783285,,0.00373918,0.777591,,0.00373918,0.783701,,0.00373918,0.789975,,0.00373918,0.790601
0.00374442,0.788496,,0.00374442,0.779596,,0.00374442,0.783982,,0.00374442,0.789617,,0.00374442,0.790204
0.00375,0.794117,,0.00375,0.782585,,0.00375,0.784981,,0.00375,0.789774,,0.00375,0.790303
0.00375105,0.793999,,0.00375105,0.78318,,0.00375105,0.785222,,0.00375105,0.78985,,0.00375105,0.790367
0.00375315,0.793683,,0.00375315,0.784291,,0.00375315,0.785683,,0.00375315,0.789994,,0.00375315,0.790487
0.00375734,0.793052,,0.00375734,0.786089,,0.00375734,0.786484,,0.00375734,0.790232,,0.00375734,0.790683
0.00376573,0.791791,,0.00376573,0.788371,,0.00376573,0.78766,,0.00376573,0.790531,,0.00376573,0.790911
0.00377,0.791153,,0.00377,0.788996,,0.00377,0.788064,,0.00377,0.790599,,0.00377,0.79095
0.00377168,0.792787,,0.00377168,0.789302,,0.00377168,0.788263,,0.00377168,0.790661,,0.00377168,0.791
0.00377503,0.796069,,0.00377503,0.790131,,0.00377503,0.788782,,0.00377503,0.790876,,0.00377503,0.791188
0.00378174,0.802695,,0.00378174,0.792898,,0.00378174,0.790496,,0.00378174,0.791818,,0.00378174,0.792061
0.00379,0.811021,,0.00379,0.797865,,0.00379,0.793691,,0.00379,0.793842,,0.00379,0.793978
0.00379134,0.809515,,0.00379134,0.798631,,0.00379134,0.794229,,0.00379134,0.794201,,0.00379134,0.79432
0.00379403,0.806344,,0.00379403,0.799853,,0.00379403,0.79516,,0.00379403,0.79483,,0.00379403,0.794919
0.0037994,0.800059,,0.0037994,0.800679,,0.0037994,0.796217,,0.0037994,0.79558,,0.0037994,0.795633
0.00381,0.78786,,0.00381,0.797756,,0.00381,0.795666,,0.00381,0.795305,,0.00381,0.795359
0.00381107,0.787572,,0.00381107,0.797214,,0.00381107,0.795444,,0.00381107,0.795163,,0.00381107,0.795222
0.00381322,0.78663,,0.00381322,0.796136,,0.00381322,0.794988,,0.00381322,0.794866,,0.00381322,0.794934
0.00381752,0.784751,,0.00381752,0.794022,,0.00381752,0.793997,,0.00381752,0.794202,,0.00381752,0.794292
0.00382611,0.781014,,0.00382611,0.789929,,0.00382611,0.791748,,0.00382611,0.792622,,0.00382611,0.792758
0.00383,0.779351,,0.00383,0.788124,,0.00383,0.790625,,0.00383,0.791804,,0.00383,0.791963
0.00383172,0.780799,,0.00383172,0.787519,,0.00383172,0.790202,,0.00383172,0.791483,,0.00383172,0.79165
0.00383515,0.783702,,0.00383515,0.786648,,0.00383515,0.789517,,0.00383515,0.790945,,0.00383515,0.791124
0.00384203,0.789556,,0.00384203,0.786642,,0.00384203,0.78904,,0.00384203,0.790456,,0.00384203,0.790634
0.00385,0.796482,,0.00385,0.788847,,0.00385,0.789793,,0.00385,0.79079,,0.00385,0.790933
0.00385137,0.792172,,0.00385137,0.78907,,0.00385137,0.789875,,0.00385137,0.790822,,0.00385137,0.790961
0.00385412,0.783549,,0.00385412,0.788908,,0.00385412,0.789735,,0.00385412,0.790683,,0.00385412,0.790821
0.00385962,0.766721,,0.00385962,0.785439,,0.00385962,0.787773,,0.00385962,0.789258,,0.00385962,0.789439
0.00387,0.737638,,0.00387,0.771218,,0.00387,0.779253,,0.00387,0.783095,,0.00387,0.783473
0.0038711,0.736636,,0.0038711,0.769334,,0.0038711,0.77806,,0.0038711,0.78222,,0.0038711,0.782626
0.0038733,0.73464,,0.0038733,0.765663,,0.0038733,0.775684,,0.0038733,0.780465,,0.0038733,0.780925
0.0038777,0.730671,,0.0038777,0.758844,,0.0038777,0.770997,,0.0038777,0.776929,,0.0038777,0.777492
0.00388649,0.722829,,0.00388649,0.746824,,0.00388649,0.761855,,0.00388649,0.769771,,0.00388649,0.770523
0.0039,0.711095,,0.0039,0.731216,,0.0039,0.74836,,0.0039,0.758629,,0.0039,0.759629
0.00390176,0.712215,,0.00390176,0.729613,,0.00390176,0.746768,,0.00390176,0.757246,,0.00390176,0.758271
0.00390528,0.714086,,0.00390528,0.726835,,0.00390528,0.743807,,0.00390528,0.754618,,0.00390528,0.755686
0.00391231,0.717848,,0.00391231,0.723452,,0.00391231,0.739108,,0.00391231,0.750144,,0.00391231,0.751262
0.00392,0.722015,,0.00392,0.722272,,0.00392,0.735601,,0.00392,0.746344,,0.00392,0.74747
0.00392141,0.72253,,0.00392141,0.72229,,0.00392141,0.735136,,0.00392141,0.745773,,0.00392141,0.746895
0.00392422,0.723512,,0.00392422,0.72239,,0.00392422,0.734275,,0.00392422,0.744681,,0.00392422,0.745795
0.00392985,0.725483,,0.00392985,0.722932,,0.00392985,0.732932,,0.00392985,0.74279,,0.00392985,0.743875
0.00394,0.729058,,0.00394,0.724754,,0.00394,0.731604,,0.00394,0.740264,,0.00394,0.741272
0.00394113,0.730554,,0.00394113,0.725077,,0.00394113,0.731574,,0.00394113,0.740077,,0.00394113,0.741073
0.00394338,0.733525,,0.00394338,0.725853,,0.00394338,0.7316,,0.00394338,0.739767,,0.00394338,0.740739
0.00394788,0.739522,,0.00394788,0.728105,,0.00394788,0.732149,,0.00394788,0.739521,,0.00394788,0.740432
0.00395689,0.751739,,0.00395689,0.734797,,0.00395689,0.734994,,0.00395689,0.740412,,0.00395689,0.741162
0.00396,0.756287,,0.00396,0.737694,,0.00396,0.736484,,0.00396,0.741132,,0.00396,0.741815
0.0039618,0.756556,,0.0039618,0.739321,,0.0039618,0.737389,,0.0039618,0.741602,,0.0039618,0.742247
0.0039654,0.757042,,0.0039654,0.742336,,0.0039654,0.739138,,0.0039654,0.742529,,0.0039654,0.743101
0.00397261,0.758015,,0.00397261,0.747161,,0.00397261,0.742311,,0.00397261,0.744305,,0.00397261,0.744745
0.00398,0.759016,,0.00398,0.750845,,0.00398,0.745172,,0.00398,0.746028,,0.00398,0.746352
0.00398144,0.75948,,0.00398144,0.751451,,0.00398144,0.745692,,0.00398144,0.746359,,0.00398144,0.746661
0.00398432,0.760407,,0.00398432,0.752644,,0.00398432,0.746729,,0.00398432,0.747026,,0.00398432,0.747288
0.00399009,0.762264,,0.00399009,0.754925,,0.00399009,0.74878,,0.00399009,0.748398,,0.00399009,0.748583
0.004,0.765477,,0.004,0.758614,,0.004,0.752249,,0.004,0.750863,,0.004,0.75093
0.00400115,0.767162,,0.00400115,0.759101,,0.00400115,0.752686,,0.00400115,0.751185,,0.00400115,0.751237
0.00400346,0.770524,,0.00400346,0.760211,,0.00400346,0.753634,,0.00400346,0.751882,,0.00400346,0.751905
0.00400807,0.777313,,0.00400807,0.763167,,0.00400807,0.755946,,0.00400807,0.753589,,0.00400807,0.753544
0.00401729,0.791163,,0.00401729,0.77137,,0.00401729,0.762047,,0.00401729,0.758159,,0.00401729,0.757952
0.00402,0.795605,,0.00402,0.774286,,0.00402,0.764193,,0.00402,0.759786,,0.00402,0.759524
0.00402184,0.798431,,0.00402184,0.776415,,0.00402184,0.765772,,0.00402184,0.760993,,0.00402184,0.760692
0.00402553,0.804087,,0.00402553,0.780796,,0.00402553,0.769045,,0.00402553,0.763508,,0.00402553,0.763127
0.00403291,0.815579,,0.00403291,0.790207,,0.00403291,0.776238,,0.00403291,0.769119,,0.00403291,0.768571
0.00404,0.827063,,0.00404,0.799957,,0.00404,0.783902,,0.00404,0.775207,,0.00404,0.774491
0.00404148,0.826652,,0.00404148,0.801874,,0.00404148,0.785494,,0.00404148,0.776501,,0.00404148,0.775752
0.00404443,0.825507,,0.00404443,0.805351,,0.00404443,0.788517,,0.00404443,0.778994,,0.00404443,0.778184
0.00405033,0.823226,,0.00405033,0.810447,,0.00405033,0.793667,,0.00405033,0.783445,,0.00405033,0.782542
0.00406,0.819513,,0.00406,0.814865,,0.00406,0.799899,,0.00406,0.789355,,0.00406,0.788368
0.00406118,0.819166,,0.00406118,0.815116,,0.00406118,0.800477,,0.00406118,0.789957,,0.00406118,0.788966
0.00406354,0.818439,,0.00406354,0.815545,,0.00406354,0.801578,,0.00406354,0.791123,,0.00406354,0.790125
0.00406826,0.816989,,0.00406826,0.816023,,0.00406826,0.803459,,0.00406826,0.793231,,0.00406826,0.792228
0.00407771,0.814099,,0.00407771,0.815833,,0.00407771,0.806121,,0.00407771,0.796633,,0.00407771,0.795651
0.00408,0.813412,,0.00408,0.815597,,0.00408,0.806566,,0.00408,0.797305,,0.00408,0.796333
0.00408189,0.813377,,0.00408189,0.815397,,0.00408189,0.806887,,0.00408189,0.797818,,0.00408189,0.796857
0.00408567,0.813305,,0.00408567,0.815027,,0.00408567,0.807496,,0.00408567,0.79881,,0.00408567,0.79787
0.00409322,0.813162,,0.00409322,0.814434,,0.00409322,0.80853,,0.00409322,0.800597,,0.00409322,0.799701
0.0041,0.813033,,0.0041,0.814031,,0.0041,0.809275,,0.0041,0.801995,,0.0041,0.801142
0.00410151,0.811915,,0.00410151,0.813875,,0.00410151,0.809376,,0.00410151,0.80225,,0.00410151,0.801408
0.00410453,0.809687,,0.00410453,0.813424,,0.00410453,0.809484,,0.00410453,0.80269,,0.00410453,0.801873
0.00411058,0.805257,,0.00411058,0.811796,,0.00411058,0.809189,,0.00411058,0.80317,,0.00411058,0.802413
0.00412267,0.796506,,0.00412267,0.806544,,0.00412267,0.806917,,0.00412267,0.802732,,0.00412267,0.802131
0.00413,0.791393,,0.00413,0.802483,,0.00413,0.804643,,0.00413,0.801675,,0.00413,0.801183
0.004132,0.793313,,0.004132,0.801613,,0.004132,0.804079,,0.004132,0.801392,,0.004132,0.800928
0.004136,0.797109,,0.004136,0.800398,,0.004136,0.803195,,0.004136,0.800975,,0.004136,0.800556
0.004144,0.804782,,0.004144,0.800588,,0.004144,0.802768,,0.004144,0.800971,,0.004144,0.800605
0.00415,0.81071,,0.00415,0.802533,,0.00415,0.803494,,0.00415,0.801646,,0.00415,0.80129
0.0041516,0.813607,,0.0041516,0.80339,,0.0041516,0.803901,,0.0041516,0.801971,,0.0041516,0.801612
0.0041548,0.819364,,0.0041548,0.805417,,0.0041548,0.804914,,0.0041548,0.802761,,0.0041548,0.802389
0.0041612,0.831063,,0.0041612,0.811105,,0.0041612,0.808056,,0.0041612,0.805139,,0.0041612,0.804715
0.00417,0.847726,,0.00417,0.821712,,0.00417,0.814539,,0.00417,0.810032,,0.00417,0.809484
0.00417128,0.846808,,0.00417128,0.82329,,0.00417128,0.815586,,0.00417128,0.810837,,0.00417128,0.810268
0.00417384,0.844307,,0.00417384,0.826091,,0.00417384,0.817533,,0.00417384,0.812356,,0.00417384,0.811752
0.00417896,0.839337,,0.00417896,0.829815,,0.00417896,0.820588,,0.00417896,0.81488,,0.00417896,0.814229
0.00418408,0.834448,,0.00418408,0.83149,,0.00418408,0.822639,,0.00418408,0.816766,,0.00418408,0.816096
0.00419,0.828856,,0.00419,0.831533,,0.00419,0.823937,,0.00419,0.81823,,0.00419,0.817568
0.00419102,0.827339,,0.00419102,0.83132,,0.00419102,0.824026,,0.00419102,0.81839,,0.00419102,0.817733
0.00419307,0.824245,,0.00419307,0.830756,,0.00419307,0.824118,,0.00419307,0.81865,,0.00419307,0.818005
0.00419717,0.818109,,0.00419717,0.828899,,0.00419717,0.823819,,0.00419717,0.818825,,0.00419717,0.818216
0.00420536,0.806041,,0.00420536,0.822951,,0.00420536,0.821541,,0.00420536,0.817923,,0.00420536,0.817426
0.00421,0.799556,,0.00421,0.818581,,0.00421,0.819393,,0.00421,0.816745,,0.00421,0.81633
0.00421164,0.800691,,0.00421164,0.817166,,0.00421164,0.818623,,0.00421164,0.816298,,0.00421164,0.815912
0.00421492,0.802861,,0.00421492,0.814731,,0.00421492,0.817235,,0.00421492,0.81549,,0.00421492,0.815156
0.00422147,0.807229,,0.00422147,0.811891,,0.00422147,0.815307,,0.00422147,0.814358,,0.00422147,0.814102
0.00423,0.812992,,0.00423,0.81124,,0.00423,0.814262,,0.00423,0.813769,,0.00423,0.813569
0.00423131,0.813067,,0.00423131,0.811358,,0.00423131,0.814222,,0.00423131,0.813753,,0.00423131,0.813558
0.00423393,0.813135,,0.00423393,0.811582,,0.00423393,0.814148,,0.00423393,0.813724,,0.00423393,0.813539
0.00423918,0.81327,,0.00423918,0.811974,,0.00423918,0.814026,,0.00423918,0.813678,,0.00423918,0.81351
0.00424442,0.813406,,0.00424442,0.812303,,0.00424442,0.813938,,0.00424442,0.813649,,0.00424442,0.813496
0.00425,0.813551,,0.00425,0.812603,,0.00425,0.813875,,0.00425,0.813633,,0.00425,0.813494
0.00425105,0.815425,,0.00425105,0.81275,,0.00425105,0.813916,,0.00425105,0.813665,,0.00425105,0.813528
0.00425315,0.819194,,0.00425315,0.813225,,0.00425315,0.814098,,0.00425315,0.813796,,0.00425315,0.813658
0.00425734,0.826812,,0.00425734,0.815162,,0.00425734,0.815026,,0.00425734,0.814447,,0.00425734,0.814294
0.00426573,0.842369,,0.00426573,0.822167,,0.00426573,0.818902,,0.00426573,0.817199,,0.00426573,0.816962
